Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info (Y/N),Notes,Blank,Test - auto-topic generator
05/20-0281,Thu May 14 2020 13:42:57 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0282,Thu May 14 2020 13:48:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,That’s a very incomplete list of possible symptoms.,Symptoms,,,,
05/20-0283,Thu May 14 2020 14:05:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I have heard that wearing a mask in public is now mandatory, is this information correct?",PPE,,,,
05/20-0284,Thu May 14 2020 14:50:17 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"Can I take a family member not living with me, shopping when needed?","Permissible activities, Shopping",,,,
05/20-0285,Thu May 14 2020 14:53:28 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,Can I go out to hang out with my boyfriend?,"Permissible activities, Relationships",,,,
05/20-0286,Thu May 14 2020 15:12:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0287,Thu May 14 2020 15:28:33 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Est-ce une bonne idée de porter des gants?,PPE,,,,
05/20-0288,Thu May 14 2020 15:29:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,i would like to know what is opening and when,Reopening,,,,
05/20-0289,Thu May 14 2020 15:37:30 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Bonjour J'ai mon père de 91 ans qui c'est présenté à l’hôpital pour traitement maladie aucun rapport au covid il est rester à l’hôpital environ 5 hrs et il l'on remis en 14 jours confinement. Il venais juste de pouvoir sortir. Je trouve cette situation anormale il est en grosse dépression.,Quarantine isolation self-isolation,,,,
05/20-0290,Thu May 14 2020 16:01:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,I want to know where the tests of the covid 19 are carried out,Testing,,,,
05/20-0291,Thu May 14 2020 16:05:58 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0292,Thu May 14 2020 16:11:12 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,exactement sur quelle surface (carton plastique....) survit le virus combien de jours,Virus survival,,,,
05/20-0293,Thu May 14 2020 16:16:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Other website have stated that if you develop a rash it could be considered a symptom. What kind of rash?,Symptoms,,,,
05/20-0294,Thu May 14 2020 16:41:51 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Seniors covid19 that the Priemier annouced last Tuesday? how to appy for it?,Financial support,,,,
05/20-0295,Thu May 14 2020 16:55:39 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,si j'amene une personne qui est assise en arriere de ma voiture coté droit pour un rendez-vous médicale suis je légal,"Permissible activities, Take someone to medical appointment",,,,
05/20-0296,Thu May 14 2020 17:11:48 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,C'est quand les vétérinaire vont ouvrir leurs cliniques pour les vaccins pour les griffes et autres soins. La comme c'est là il sont ouverts pour les soins urgent,Workplaces,,,,
05/20-0297,Thu May 14 2020 17:20:43 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0298,Thu May 14 2020 17:22:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,If my employer is making it mandatory to wear a mask and have a health condition requiring me not to is this illegal?,PPE,,,,
05/20-0299,Thu May 14 2020 17:23:03 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,Other reason,"Après 14jours pas guérit, que faire ?",Course of illness,,,,
05/20-0300,Thu May 14 2020 17:24:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"Can 5 sisters, who do not reside in the same residence have a sleep over?","Permissible activities, Social contact",,,,
05/20-0301,Thu May 14 2020 17:25:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0302,Thu May 14 2020 17:31:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I returned to work last week and symptoms occurred after work on Saturday , took test and self isolation for 9days until results,wondering about benefits for the week in isolation",Workplaces,,,,
05/20-0303,Thu May 14 2020 17:54:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,"Information is too brief, lacks detail",Symptoms,,,,
05/20-0304,Thu May 14 2020 17:55:43 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Est ce que quelqu'un qui a eu le COVID-19 et qu'il est guéri peut l'attraper de nouveau? peut-il le transmettre si en contacte de nouveau avec le virus?,Immunity,,,,
05/20-0305,Thu May 14 2020 18:12:21 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"Moi je voulais savoir si je pouvais faire une demande peu urgence,car moi quand il ont donner aux gens qui travaillait moi j'ai rien reçu car j'était arrete travail cause chururgie mais j'étais supposé de retourner aux travail le 30 mars mais vue la covid19",Feedback unclear,,,,
05/20-0306,Thu May 14 2020 18:12:53 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,,No details,,,,
05/20-0307,Thu May 14 2020 18:20:51 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,How long does the virus stay on surfaces?,Virus survival,,,,
05/20-0308,Thu May 14 2020 18:40:11 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"They did not say what ""specific"" symptoms to watch for.",Symptoms,,,,
05/20-0309,Thu May 14 2020 18:41:36 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0310,Thu May 14 2020 18:43:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,,No details,,,,
05/20-0311,Thu May 14 2020 00:27:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Can you have symptoms that come and go.,Symptoms,,,,
05/20-0312,Thu May 14 2020 00:54:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0313,Thu May 14 2020 04:53:53 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Looking for lots of all suspected side effects of covi19,Symptoms,,,,
05/20-0314,Thu May 14 2020 11:43:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0315,Thu May 14 2020 11:44:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,,No details,,,,
05/20-0316,Thu May 14 2020 19:43:10 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,I need to know if someone who’s been in contact with someone who travelled has to self isolate,Quarantine isolation self-isolation,,,,
05/20-0317,Thu May 14 2020 19:57:43 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Combien de jours Peut durer les symptômes?,Course of illness,,,,
05/20-0318,Thu May 14 2020 20:06:54 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"Our daughter lives in her home but wants to come to our home for an overnight stay, is this allowed","Permissible activities, Social contact",,,,
05/20-0319,Thu May 14 2020 20:12:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I’m sick but haven’t been tested. I have self isolated since day one as I have an underlying lung condition. If I’m already staying home and out of contact do I just wait and hope to feel better or is there something else I should be doing?,Treatment,,,,
05/20-0320,Thu May 14 2020 20:16:09 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,bonjour si je demeure avec ma mère de 73 ans et que je travail dans le commerce de détail doit-je y retourné ou non ?,Workplaces,,,,
05/20-0321,Thu May 14 2020 20:33:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0322,Thu May 14 2020 20:46:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,Please don't wait for symptoms of breathing. Early intervention can save your ventilators and the bonus for the CEO's,Treatment,,,,
05/20-0323,Thu May 14 2020 20:59:46 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Isolation place,Quarantine isolation self-isolation,,,,
05/20-0324,Thu May 14 2020 21:06:41 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,J ai 64 ans j ai 3 stands pour les artères bloqué je prends des médicaments pour le coeur et pour le diabète j ai déjà eu un cancers de la vessie je fait du service a domicile est ce que je devrait cesser ce travail je crains pour ma santé,Workplaces,,,,
05/20-0325,Thu May 14 2020 21:39:00 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0326,Thu May 14 2020 22:11:49 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,I think I have corona,Feedback unclear,,,,
05/20-0327,Thu May 14 2020 22:13:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,Other reason,Je travaille construction le virus peut-il enter par une coupures mêmes légères,Workplaces,,,,
05/20-0328,Thu May 14 2020 23:09:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I'm 69 years old and husband 73, we HAD a housekeeper before Covid19, now my husband wants her to be able to come clean for us again. Our immune systems are compromised so I'm not sure if this would be allowed",Vulnerable people,,,,
05/20-0329,Thu May 14 2020 23:16:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,What are symptoms of the virus,Symptoms,,,,
05/20-0330,Thu May 14 2020 23:54:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-0331,Fri May 15 2020 00:20:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0332,Fri May 15 2020 00:38:33 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Runny nose has nothing to do with covid eh?,Symptoms,,,,
05/20-0333,Fri May 15 2020 01:06:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"In a clothing retail facility, can the virus be passed on to a garment that someone has tried on and then passed on to the next person trying it on?",Transmission,,,,
05/20-0334,Fri May 15 2020 01:15:53 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Can we visit with others yet?,"Permissible activities, Social contact",,,,
05/20-0335,Fri May 15 2020 01:30:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Do I have to change my clothes and shoes when I come home?,Transmission,,,,
05/20-0336,Fri May 15 2020 02:16:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0337,Fri May 15 2020 02:17:29 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Je veux rembourser du pcu que j’ai reçu en trop car recommencer à travailler temps plein,Financial support,,,,
05/20-0338,Fri May 15 2020 02:39:05 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,,No details,,,,
05/20-0339,Fri May 15 2020 02:58:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,Protecting seniors from cov19,Vulnerable people,,,,
05/20-0340,Fri May 15 2020 03:34:09 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"14day quarantine,. Support,. As you can’t go public like bank or going to the store for cleaning supplies",Quarantine isolation self-isolation,,,,
05/20-0341,Fri May 15 2020 03:45:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,"To Display is not readable and used too mush space and style for reading on a computer monitor screen, Also light blue used for text is almost imposable to photo capture on a average celpone as a camera image for later reading. Please use black.",Design issue,,,,
05/20-0342,Fri May 15 2020 03:56:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-0343,Fri May 15 2020 04:07:42 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0344,Fri May 15 2020 04:53:46 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The information isn’t clear,"Confusing use of Quarantine, or self isolating versus the more restrictive Isolating per this website. Quarantine should be the more restrictive situation and mean total isolation. That aside, under self isolating can one eat with their family? Something as simple as that is missing on this website.",Quarantine isolation self-isolation,,,,
05/20-0345,Fri May 15 2020 05:03:16 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0346,Fri May 15 2020 05:05:05 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0347,Fri May 15 2020 05:52:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0348,Fri May 15 2020 06:16:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0349,Fri May 15 2020 08:33:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0350,Fri May 15 2020 09:16:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,,No details,,,,
05/20-0351,Fri May 15 2020 10:02:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0352,Fri May 15 2020 11:25:05 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Test corona virus,Feedback unclear,,,,
05/20-0353,Fri May 15 2020 11:56:16 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,Other reason,est il normal de se faire demander de baisser notre masque lorsqu'on rentre dans un marchand (SAQ chambly) soit disant pour mesure de sécurité,PPE,,,,
05/20-0354,Fri May 15 2020 12:09:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0355,Fri May 15 2020 12:32:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,staying home from work to protect aged father. need to talk to someone,Workplaces,,,,
05/20-0356,Fri May 15 2020 12:49:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0357,Fri May 15 2020 13:43:34 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"I have not travelled outside of Canada recently, have not been in contact with a confirmed case, and have no symptoms, but I still want to be tested because I have underlying health conditions. How can I get a test? If I can’t right now, when?",Testing,,,,
05/20-0358,Fri May 15 2020 14:18:10 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,List of symptoms,Symptoms,,,,
05/20-0359,Fri May 15 2020 14:23:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0360,Fri May 15 2020 14:43:19 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Bloodclots,Symptoms,,,,
05/20-0361,Fri May 15 2020 14:53:28 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,J'aimerais savoir si je peux allé au chalet de mon partenaire de pêche et si on peux covoituré pour s'y rendre ?,"Permissible activities, Carpool",,,,
05/20-0362,Fri May 15 2020 15:43:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0363,Fri May 15 2020 15:43:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,phone number to call covid 19 test results phone number for calls test results,Testing,,,,
05/20-0364,Fri May 15 2020 15:54:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,"I want to know what the symptoms can be, not vague symptoms 'like a flu or cold"" - insufficient information",Symptoms,,,,
05/20-0365,Fri May 15 2020 15:59:10 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0366,Fri May 15 2020 16:27:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Something is broken or incorrect,,No details,,,,
05/20-0367,Fri May 15 2020 16:40:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0368,Fri May 15 2020 16:43:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,My question is regarding transportation to church. If people had been car pooling all along prior to the lockdown can they still travel to church together as do ppl who carpool to work?,"Permissible activities, Carpool",,,,
05/20-0369,Fri May 15 2020 16:45:32 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"J'ai une employée en nouvelle-écosse dont le conjoint reviendra lundi 18 mai de la colombie-britannique. Doit-il être placé en quarantaine ? Si oui, et qu'ils vivent ensemble et ne peuvent pas pratiquer l'isolement, devrait-elle venir au travail ?",Quarantine isolation self-isolation,,,,
05/20-0370,Fri May 15 2020 17:14:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Can I carpool to work as an essential healthcare worker? Need more clarification. Thanks,"Permissible activities, Carpool",,,,
